rok,dziedzina,poczta,wojewodztwo,lng,lat
2008,grupa #05,Kalisz,wielkopolskie,18.085,51.767
2008,grupa #03,Warszawa,mazowieckie,21.058,52.227
2008,grupa #10,Warszawa,mazowieckie,21.003,52.238
2008,grupa #04,Mieszkowice,zachodniopomorskie,14.454,52.788
2008,grupa #10,Lubań Śląski,dolnośląskie,15.263,51.132
2008,grupa #06,Oświęcim,małopolskie,19.210,50.034
2008,grupa #10,Kraków,małopolskie,19.883,50.074
2008,grupa #10,Zambrów,podlaskie,22.241,52.985
2008,grupa #10,Gorzów Wlkp.,lubuskie,15.237,52.733
2008,grupa #06,Włodowice,śląskie,19.459,50.559
2008,grupa #10,Jamno,zachodniopomorskie,16.168,54.245
2008,grupa #02,Wąbrzeźno,kujawsko-pomorskie,18.948,53.280
2008,grupa #03,Radom,mazowieckie,21.147,51.403
2008,grupa #03,Ostrołęka,mazowieckie,21.559,53.088
2008,grupa #06,Toruń,kujawsko-pomorskie,18.598,53.014
2008,grupa #07,Węgierska Górka,śląskie,19.133,49.596
2008,grupa #06,Ostrołęka,mazowieckie,21.559,53.088
2008,grupa #01,Warszawa,mazowieckie,21.058,52.227
2008,grupa #10,Kraków,małopolskie,19.883,50.074
2008,grupa #03,Warszawa,mazowieckie,21.180,52.190
2008,grupa #04,Opole,opolskie,17.977,50.673
2008,grupa #15,Bolszewo,pomorskie,18.176,54.617
2008,grupa #04,Bełchatów,łódzkie,19.356,51.369
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #10,Besko,podkarpackie,21.949,49.579
2008,grupa #02,Orońsko,mazowieckie,20.954,51.310
2008,grupa #02,Knurów,śląskie,18.644,50.212
2008,grupa #10,Białystok,podlaskie,23.144,53.112
2008,grupa #07,Warszawa,mazowieckie,21.180,52.190
2008,grupa #14,Warszawa,mazowieckie,21.058,52.227
2008,grupa #10,Harta,podkarpackie,22.204,49.859
2008,grupa #14,Krasnystaw,lubelskie,23.130,51.001
2008,grupa #10,Ełk,,22.361,53.846
2008,grupa #13,Poznań,wielkopolskie,16.925,52.433
2008,grupa #07,Gostynin,mazowieckie,19.402,52.435
2008,grupa #05,Trzebnica,dolnośląskie,17.107,51.338
2008,grupa #06,Kłomnice,śląskie,19.384,50.885
2008,grupa #10,Lublin,lubelskie,22.543,51.261
2008,grupa #04,Kęty,małopolskie,19.221,49.878
2008,grupa #13,Szczytno,warmińsko-mazurskie,20.995,53.564
2008,grupa #10,Kluczbork,opolskie,18.218,50.972
2008,grupa #04,Grudziądz,kujawsko-pomorskie,18.754,53.484
2008,grupa #05,Zduńska Wola,łódzkie,18.939,51.599
2008,grupa #10,Warszawa,mazowieckie,21.180,52.190
2008,grupa #10,Jamno,zachodniopomorskie,16.168,54.245
2008,grupa #03,Lututów,łódzkie,18.455,51.354
2008,grupa #04,Katowice,śląskie,19.023,50.276
2008,grupa #05,Łapy,podlaskie,22.884,52.991
2008,grupa #10,Tarnogród,lubelskie,22.729,50.331
2008,grupa #03,Słupsk,pomorskie,17.028,54.464
2008,grupa #07,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #10,Kraków,małopolskie,19.883,50.074
2008,grupa #15,Warszawa,mazowieckie,20.952,52.273
2008,grupa #10,Poznań,wielkopolskie,16.899,52.413
2008,grupa #01,Warszawa,mazowieckie,20.952,52.273
2008,grupa #04,Kikół,kujawsko-pomorskie,19.116,52.917
2008,grupa #12,Łódź,łódzkie,19.456,51.759
2008,grupa #08,Kościan,wielkopolskie,16.681,52.095
2008,grupa #06,Brzeziny Kolonia,śląskie,19.126,50.740
2008,grupa #10,Sławno,zachodniopomorskie,16.691,54.354
2008,grupa #10,Poznań,wielkopolskie,16.925,52.433
2008,grupa #10,Mszana Dolna,małopolskie,20.074,49.680
2008,grupa #10,Wodzisław Śląski,śląskie,18.472,50.003
2008,grupa #08,Mieszkowice,zachodniopomorskie,14.454,52.788
2008,grupa #08,Toruń,kujawsko-pomorskie,18.598,53.014
2008,grupa #06,Miastko,pomorskie,17.038,54.034
2008,grupa #10,Pleszew,wielkopolskie,17.784,51.886
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #06,Kobiernice,śląskie,19.206,49.847
2008,grupa #02,Niemcz,kujawsko-pomorskie,18.035,53.192
2008,grupa #04,Gdańsk,pomorskie,18.611,54.387
2008,grupa #07,Warszawa,mazowieckie,20.952,52.273
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #10,Tczew,pomorskie,18.759,54.074
2008,grupa #04,Medynia Głogowska,podkarpackie,22.135,50.155
2008,grupa #04,Warlubie,kujawsko-pomorskie,18.570,53.609
2008,grupa #10,Piła,wielkopolskie,16.738,53.151
2008,grupa #02,Gliwice,śląskie,18.671,50.294
2008,grupa #02,Poznań,wielkopolskie,16.925,52.433
2008,grupa #03,Kraków,małopolskie,19.943,50.062
2008,grupa #10,Radom,mazowieckie,21.147,51.403
2008,grupa #04,Czaniec,śląskie,19.253,49.850
2008,grupa #04,Cieszyn,śląskie,18.635,49.750
2008,grupa #13,Krościenko Wyżne,podkarpackie,21.839,49.675
2008,grupa #06,Lututów,łódzkie,18.455,51.354
2008,grupa #10,Poznań,wielkopolskie,16.899,52.413
2008,grupa #03,Kraków,małopolskie,19.943,50.062
2008,grupa #08,Sołoszowa,małopolskie,19.778,50.251
2008,grupa #06,Świętoszówka,śląskie,18.894,49.804
2008,grupa #10,Siemianowice Śląskie,śląskie,19.030,50.326
2008,grupa #10,Płock,mazowieckie,19.707,52.546
2008,grupa #10,Kolbuszowa,podkarpackie,21.769,50.218
2008,grupa #04,Kraków,małopolskie,19.883,50.074
2008,grupa #10,Mikołów,śląskie,18.904,50.179
2008,grupa #10,Poznań,wielkopolskie,16.899,52.413
2008,grupa #10,Cieszyn,śląskie,18.635,49.750
2008,grupa #03,Kraków,małopolskie,19.883,50.074
2008,grupa #10,Gdańsk,pomorskie,18.611,54.387
2008,grupa #06,Krosno,podkarpackie,21.766,49.682
2008,grupa #08,Rzeszów,podkarpackie,22.058,50.032
2008,grupa #04,Piotrków Trybunalski,łódzkie,19.703,51.405
2008,grupa #05,Komorniki,wielkopolskie,16.812,52.344
2008,grupa #07,Warszawa,mazowieckie,20.952,52.273
2008,grupa #06,Białystok,podlaskie,23.144,53.112
2008,grupa #05,Nowogard,zachodniopomorskie,15.116,53.674
2008,grupa #06,Stalowa Wola,podkarpackie,22.054,50.583
2008,grupa #06,Czudec,podkarpackie,21.821,49.944
2008,grupa #02,Warszawa,mazowieckie,21.180,52.190
2008,grupa #06,Wręczyca Wielka,śląskie,18.974,50.836
2008,grupa #06,Gliwice,śląskie,18.671,50.294
2008,grupa #04,Piotrków Trybunalski,łódzkie,19.703,51.405
2008,grupa #04,Gryfino,zachodniopomorskie,14.488,53.252
2008,grupa #01,Warszawa,mazowieckie,21.058,52.227
2008,grupa #10,Bytom,śląskie,18.916,50.348
2008,grupa #14,Toruń,kujawsko-pomorskie,18.598,53.014
2008,grupa #02,Gdynia,pomorskie,18.509,54.526
2008,grupa #05,Żyrardów,mazowieckie,20.446,52.049
2008,grupa #01,Warszawa,mazowieckie,21.058,52.227
2008,grupa #10,Białystok,podlaskie,23.144,53.112
2008,grupa #05,Rzeszów,podkarpackie,22.058,50.032
2008,grupa #04,Kraków,małopolskie,19.883,50.074
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #10,Poznań,wielkopolskie,16.899,52.413
2008,grupa #03,Kraków,małopolskie,19.943,50.062
2008,grupa #08,Rzeszów,podkarpackie,22.058,50.032
2008,grupa #10,Janów Lubelski,lubelskie,22.425,50.663
2008,grupa #02,Grybów,małopolskie,20.937,49.627
2008,grupa #07,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #07,Zielonki k. Krakowa,małopolskie,19.926,50.133
2008,grupa #04,Czarny Dunajec,małopolskie,19.853,49.423
2008,grupa #08,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #10,Gdańsk,pomorskie,18.611,54.387
2008,grupa #03,Krosno,podkarpackie,21.766,49.682
2008,grupa #10,Jaworzno,,19.350,50.172
2008,grupa #10,Gdańsk,pomorskie,18.611,54.387
2008,grupa #02,Raciążek,kujawsko-pomorskie,18.813,52.856
2008,grupa #08,Olsztyn,warmińsko-mazurskie,20.469,53.761
2008,grupa #15,Gdańsk,pomorskie,18.611,54.387
2008,grupa #10,Konin,wielkopolskie,18.251,52.223
2008,grupa #08,Włocławek,kujawsko-pomorskie,19.068,52.648
2008,grupa #03,Słupsk,pomorskie,17.028,54.464
2008,grupa #04,Bolesławiec,dolnośląskie,15.566,51.266
2008,grupa #10,Gdańsk,pomorskie,18.611,54.387
2008,grupa #10,Kraków,małopolskie,19.883,50.074
2008,grupa #07,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #08,Szczecin,zachodniopomorskie,14.667,53.377
2008,grupa #04,Chojnice,pomorskie,17.557,53.694
2008,grupa #02,Ciechanów,mazowieckie,20.620,52.881
2008,grupa #09,Gorzów Wlkp.,lubuskie,15.237,52.733
2008,grupa #02,Kościan,wielkopolskie,16.681,52.095
2008,grupa #13,Kęty,małopolskie,19.221,49.878
2008,grupa #08,Kościerzyna,pomorskie,17.981,54.122
2008,grupa #08,Poznań,wielkopolskie,16.925,52.433
2008,grupa #04,Tomaszów Maz.,łódzkie,20.009,51.531
2008,grupa #10,Katowice,śląskie,19.023,50.276
2008,grupa #07,Poznań,wielkopolskie,16.925,52.433
2008,grupa #10,Poznań,wielkopolskie,16.899,52.413
2008,grupa #10,Biała Podlaska,lubelskie,23.145,52.039
2008,grupa #10,Jelenia Góra,dolnośląskie,15.719,50.904
2008,grupa #06,Giżycko,warmińsko-mazurskie,21.767,54.036
2008,grupa #10,Wodzisław Śląski,śląskie,18.472,50.003
2008,grupa #04,Radom,mazowieckie,21.147,51.403
2008,grupa #08,Szczecin,zachodniopomorskie,14.667,53.377
2008,grupa #10,Stargard Szczeciński,zachodniopomorskie,15.033,53.375
2008,grupa #04,Włocławek,kujawsko-pomorskie,19.068,52.648
2008,grupa #08,Częstochowa,śląskie,19.120,50.812
2008,grupa #03,Zduńska Wola,łódzkie,18.939,51.599
2008,grupa #04,Gliwice,śląskie,18.671,50.294
2008,grupa #07,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2008,grupa #04,Ustronie Morskie,zachodniopomorskie,15.760,54.202
2008,grupa #07,Karniewo,mazowieckie,21.002,52.842
2008,grupa #04,Lublin,lubelskie,22.543,51.261
2008,grupa #04,Piotrków Trybunalski,łódzkie,19.703,51.405
2008,grupa #10,Warszawa,mazowieckie,21.003,52.238
2008,grupa #07,Głogów,dolnośląskie,16.085,51.664
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #10,Jelenia Góra,dolnośląskie,15.719,50.904
2008,grupa #08,Gdynia,pomorskie,18.509,54.526
2008,grupa #04,Mielec,podkarpackie,21.424,50.287
2008,grupa #04,Strzelce Opolskie,opolskie,18.227,50.518
2008,grupa #10,Limanowa,małopolskie,20.422,49.706
2008,grupa #11,Warszawa,mazowieckie,21.180,52.190
2008,grupa #10,Piła,wielkopolskie,16.738,53.151
2008,grupa #10,Mikołów,śląskie,18.904,50.179
2008,grupa #10,Białystok,podlaskie,23.144,53.112
2008,grupa #10,Piła,wielkopolskie,16.738,53.151
2008,grupa #04,Łodygowice,śląskie,19.154,49.729
2008,grupa #08,Turza Śląska,śląskie,18.437,49.972
2008,grupa #06,Gubin,,14.749,51.957
2008,grupa #08,Łódź,łódzkie,19.452,51.801
2008,grupa #07,Ełk,,22.361,53.846
2008,grupa #04,Puławy,lubelskie,21.969,51.416
2008,grupa #15,Piekary Śląskie,śląskie,18.927,50.379
2008,grupa #10,Wysoka,wielkopolskie,17.084,53.181
2008,grupa #03,Kęty,małopolskie,19.221,49.878
2008,grupa #01,Stara Kamienica,dolnośląskie,15.551,50.906
2008,grupa #05,Bełchów,łódzkie,20.030,52.031
2008,grupa #10,Warszawa,mazowieckie,21.180,52.190
2008,grupa #10,Gdańsk,pomorskie,18.611,54.387
2008,grupa #14,Ostrowiec Świętokrzyski,świętokrzyskie,21.385,50.930
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #08,Oświęcim,małopolskie,19.210,50.034
2008,grupa #01,Warszawa,mazowieckie,20.952,52.273
2008,grupa #02,Bielsko-Biała,śląskie,19.058,49.822
2008,grupa #08,Kraków,małopolskie,19.943,50.062
2008,grupa #04,Piotrków Trybunalski,łódzkie,19.703,51.405
2008,grupa #10,Białystok,podlaskie,23.144,53.112
2008,grupa #08,Toruń,kujawsko-pomorskie,18.598,53.014
2008,grupa #06,Przyrów,śląskie,19.527,50.800
2008,grupa #07,Władysławowo,pomorskie,18.404,54.794
2008,grupa #02,Zielona Góra,lubuskie,15.522,51.943
2008,grupa #10,Police,zachodniopomorskie,14.559,53.510
2008,grupa #06,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #10,Gdańsk,pomorskie,18.611,54.387
2008,grupa #10,Pabianice,łódzkie,19.358,51.657
2008,grupa #10,Pinczyn,pomorskie,18.345,53.937
2008,grupa #10,Poznań,wielkopolskie,16.925,52.433
2008,grupa #10,Warszawa,mazowieckie,21.180,52.190
2008,grupa #03,Włocławek,kujawsko-pomorskie,19.068,52.648
2008,grupa #08,Oświęcim,małopolskie,19.210,50.034
2008,grupa #08,Opole,opolskie,17.977,50.673
2008,grupa #10,Szczecin,zachodniopomorskie,14.667,53.377
2008,grupa #16,Radom,mazowieckie,21.147,51.403
2008,grupa #04,Toruń,kujawsko-pomorskie,18.598,53.014
2008,grupa #10,Toruń,kujawsko-pomorskie,18.598,53.014
2008,grupa #08,Słupsk,pomorskie,17.028,54.464
2008,grupa #13,Gdynia,pomorskie,18.509,54.526
2008,grupa #13,Białystok,podlaskie,23.144,53.112
2008,grupa #13,Miedźno,śląskie,18.971,50.982
2008,grupa #04,Opole,opolskie,17.977,50.673
2008,grupa #10,Wołów,dolnośląskie,16.593,51.327
2008,grupa #03,Gdańsk,pomorskie,18.611,54.387
2008,grupa #10,Zielona Góra,lubuskie,15.522,51.943
2008,grupa #13,Bielsko-Biała,śląskie,19.058,49.822
2008,grupa #10,Lublin,lubelskie,22.543,51.261
2008,grupa #07,Deszczno,lubuskie,15.298,52.669
2008,grupa #13,Łódź,łódzkie,19.452,51.801
2008,grupa #15,Łomianki,mazowieckie,20.865,52.348
2008,grupa #04,Strzyżów,podkarpackie,21.786,49.870
2008,grupa #15,Bytom,śląskie,18.916,50.348
2008,grupa #11,Poznań,wielkopolskie,16.899,52.413
2008,grupa #06,Leszno,wielkopolskie,16.594,51.842
2008,grupa #04,Bytom,śląskie,18.916,50.348
2008,grupa #08,Wysoka,małopolskie,19.616,49.909
2008,grupa #07,Police,zachodniopomorskie,14.559,53.510
2008,grupa #07,Lublin,lubelskie,22.543,51.261
2008,grupa #05,Słońsk,lubuskie,14.803,52.561
2008,grupa #10,Gródek,podlaskie,23.719,53.119
2008,grupa #08,Szczecin,zachodniopomorskie,14.667,53.377
2008,grupa #04,Gliwice,śląskie,18.671,50.294
2008,grupa #10,Pruszków,mazowieckie,20.823,52.158
2008,grupa #02,Gliwice,śląskie,18.671,50.294
2008,grupa #03,Pilica,śląskie,19.683,50.487
2008,grupa #08,Łódź,łódzkie,19.472,51.772
2008,grupa #04,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #05,Sławno,łódzkie,20.139,51.393
2008,grupa #10,Oleśnica,dolnośląskie,17.390,51.213
2008,grupa #04,Warszawa,mazowieckie,21.058,52.227
2008,grupa #04,Rybnik,śląskie,18.599,50.154
2008,grupa #12,Janowice,małopolskie,20.873,49.912
2008,grupa #07,Wrocław,dolnośląskie,17.101,51.109
2008,grupa #08,Mielec,podkarpackie,21.424,50.287
2008,grupa #06,Łódź,łódzkie,19.452,51.801
2008,grupa #07,Frysztak,podkarpackie,21.609,49.824
2008,grupa #10,Warszawa,mazowieckie,21.003,52.238
2008,grupa #12,Włocławek,kujawsko-pomorskie,19.068,52.648
2008,grupa #06,Bobowa,małopolskie,20.938,49.712
2008,grupa #08,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #10,Poznań,wielkopolskie,16.925,52.433
2008,grupa #04,Staszów,świętokrzyskie,21.166,50.563
2008,grupa #10,Zielona Góra,lubuskie,15.522,51.943
2008,grupa #06,Otwock,mazowieckie,21.262,52.105
2008,grupa #04,Zabrze,śląskie,18.786,50.325
2008,grupa #10,Tychy,śląskie,19.020,50.122
2008,grupa #04,Mikołów,śląskie,18.904,50.179
2008,grupa #10,Babimost,lubuskie,15.725,52.132
2008,grupa #09,Chmielów,podkarpackie,21.685,50.503
2008,grupa #04,Czechowice-Dziedzice,śląskie,18.992,49.902
2008,grupa #10,Oleśnica,dolnośląskie,17.390,51.213
2008,grupa #07,Kraków,małopolskie,19.883,50.074
2008,grupa #06,Wałcz,zachodniopomorskie,16.475,53.273
2008,grupa #10,Poznań,wielkopolskie,16.899,52.413
2008,grupa #04,Pilica,śląskie,19.683,50.487
2008,grupa #04,Białystok,podlaskie,23.144,53.112
2008,grupa #07,Łuków,lubelskie,22.383,51.927
2008,grupa #06,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #04,Częstochowa,śląskie,19.120,50.812
2008,grupa #08,Piecki,warmińsko-mazurskie,21.355,53.725
2008,grupa #10,Katowice,śląskie,19.023,50.276
2008,grupa #04,Białystok,podlaskie,23.144,53.112
2008,grupa #02,Ciecierzyn,lubelskie,22.588,51.316
2008,grupa #13,Mońki,podlaskie,22.797,53.405
2008,grupa #10,Kraków,małopolskie,19.943,50.062
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #10,Marki,mazowieckie,21.104,52.321
2008,grupa #09,Zgierz,łódzkie,19.406,51.855
2008,grupa #12,Truskolasy,śląskie,18.829,50.860
2008,grupa #08,Świdwin,zachodniopomorskie,15.776,53.776
2008,grupa #03,Tarnawa Dolna,podkarpackie,22.238,49.421
2008,grupa #04,Radom,mazowieckie,21.147,51.403
2008,grupa #08,Szymanów,mazowieckie,20.381,52.161
2008,grupa #10,Liszki,małopolskie,19.729,50.040
2008,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2008,grupa #11,Szczecin,zachodniopomorskie,14.590,53.469
2008,grupa #05,Tulce,wielkopolskie,17.136,52.340
2008,grupa #05,Białystok,podlaskie,23.144,53.112
2008,grupa #10,Warszawa,mazowieckie,20.952,52.273
2008,grupa #04,Blichowo,mazowieckie,20.028,52.560
2008,grupa #05,Gostyń,wielkopolskie,17.012,51.879
2008,grupa #10,Kraków,małopolskie,19.943,50.062
2008,grupa #06,Borzytuchom,pomorskie,17.370,54.199
2008,grupa #10,Strzałkowo,wielkopolskie,17.808,52.320
2008,grupa #10,Kolbudy,pomorskie,18.463,54.257
2008,grupa #02,Lubaczów,podkarpackie,23.139,50.156
2008,grupa #01,Jazowsko,małopolskie,20.509,49.521
2008,grupa #05,Inowrocław,kujawsko-pomorskie,18.256,52.799
2008,grupa #04,Warszawa,mazowieckie,21.180,52.190
2008,grupa #01,Opole,opolskie,17.977,50.673
2008,grupa #15,Gdynia,pomorskie,18.509,54.526
2008,grupa #06,Łódź,łódzkie,19.452,51.801
2008,grupa #12,Toruń,kujawsko-pomorskie,18.598,53.014
2008,grupa #07,Mierzyn,zachodniopomorskie,14.454,53.431
2008,grupa #04,Konstancin-Jeziorna,mazowieckie,21.107,52.081
2008,grupa #10,Radom,mazowieckie,21.147,51.403
2008,grupa #03,Pińczów,świętokrzyskie,20.548,50.504
2008,grupa #10,Warszawa,mazowieckie,21.058,52.227
2008,grupa #04,Prudnik,opolskie,17.536,50.329
2008,grupa #10,Jelenia Góra,dolnośląskie,15.719,50.904
2008,grupa #04,Gostycyn,kujawsko-pomorskie,17.793,53.485
2008,grupa #10,Tychy,śląskie,19.020,50.122
2008,grupa #04,Schodnia Nowa,opolskie,18.237,50.699
2008,grupa #10,Kraków,małopolskie,19.943,50.062
2008,grupa #10,Wrocław,dolnośląskie,16.917,51.124
2008,grupa #06,Barany,warmińsko-mazurskie,22.333,53.788
2008,grupa #07,Opole,opolskie,17.977,50.673
2008,grupa #04,Łódź,łódzkie,19.452,51.801
2008,grupa #07,Łomianki,mazowieckie,20.865,52.348
2008,grupa #07,Goleniów,zachodniopomorskie,14.828,53.564
2008,grupa #06,Horyniec Zdrój,podkarpackie,23.348,50.199
2008,grupa #05,Łódź,łódzkie,19.472,51.772
2008,grupa #05,Trzebiatów,zachodniopomorskie,15.307,54.061
2008,grupa #02,Rzeszów,podkarpackie,22.058,50.032
2008,grupa #08,Konin,wielkopolskie,18.251,52.223
2008,grupa #02,Rzeszów,podkarpackie,22.058,50.032
2008,grupa #08,Malbork,pomorskie,19.038,54.036
2008,grupa #08,Przemyśl,podkarpackie,22.768,49.784
2008,grupa #04,Bełchatów,łódzkie,19.356,51.369
2008,grupa #03,Drawsko Pomorskie,zachodniopomorskie,15.824,53.491
2008,grupa #07,Żyrardów,mazowieckie,20.446,52.049
2008,grupa #12,Sosnowiec,śląskie,19.176,50.267
2008,grupa #07,Biłgoraj,lubelskie,22.722,50.541
2008,grupa #06,Ełk,,22.361,53.846
2008,grupa #01,Częstochowa,śląskie,19.120,50.812
2008,grupa #06,Gdynia,pomorskie,18.509,54.526
2008,grupa #10,Kraków,małopolskie,19.883,50.074
2008,grupa #10,Konopiska,śląskie,18.993,50.725
2008,grupa #07,Jordanów,małopolskie,19.850,49.635
2008,grupa #10,Koszalin,zachodniopomorskie,16.226,54.187
2008,grupa #10,Kraków,małopolskie,19.883,50.074
2008,grupa #10,Warszawa,mazowieckie,21.180,52.190
2008,grupa #10,Katowice,śląskie,19.023,50.276
2008,grupa #14,Zdzieszowice,opolskie,18.108,50.447
2008,grupa #03,Opole,opolskie,17.977,50.673
2008,grupa #10,Szczecin,zachodniopomorskie,14.667,53.377
2008,grupa #04,Ozimek,opolskie,18.237,50.699
2008,grupa #10,Jelenia Góra,dolnośląskie,15.719,50.904
2008,grupa #02,Kraków,małopolskie,19.943,50.062
2008,grupa #06,Biłgoraj,lubelskie,22.722,50.541
2008,grupa #02,Głogów,dolnośląskie,16.085,51.664
2008,grupa #04,Kolno,podlaskie,21.921,53.436
2009,grupa #04,Gogolin,opolskie,18.027,50.492
2009,grupa #02,Raciążek,kujawsko-pomorskie,18.813,52.856
2009,grupa #01,Korzenna,małopolskie,20.824,49.691
2009,grupa #05,Tulce,wielkopolskie,17.136,52.340
2009,grupa #10,Kraków,małopolskie,19.883,50.074
2009,grupa #08,Gdynia,pomorskie,18.509,54.526
2009,grupa #10,Jelenia Góra,dolnośląskie,15.719,50.904
2009,grupa #10,Marki,mazowieckie,21.104,52.321
2009,grupa #07,Żyrardów,mazowieckie,20.446,52.049
2009,grupa #10,Warszawa,mazowieckie,20.952,52.273
2009,grupa #04,Rzeszów,podkarpackie,22.058,50.032
2009,grupa #10,Bytom,śląskie,18.916,50.348
2009,grupa #10,Kraków,małopolskie,19.943,50.062
2009,grupa #02,Grybów,małopolskie,20.937,49.627
2009,grupa #08,Zawiercie,śląskie,19.417,50.488
2009,grupa #08,Goleniów,zachodniopomorskie,14.828,53.564
2009,grupa #12,Janowice,małopolskie,20.873,49.912
2009,grupa #10,Kraków,małopolskie,19.883,50.074
2009,grupa #10,Zielona Góra,lubuskie,15.522,51.943
2009,grupa #08,Łódź,łódzkie,19.452,51.801
2009,grupa #04,Staszów,świętokrzyskie,21.166,50.563
2009,grupa #05,Warszawa,mazowieckie,21.180,52.190
2009,grupa #10,Szczecin,zachodniopomorskie,14.667,53.377
2009,grupa #04,Staszów,świętokrzyskie,21.166,50.563
2009,grupa #04,Toruń,kujawsko-pomorskie,18.598,53.014
2009,grupa #04,Przerośl,podlaskie,22.693,54.245
2009,grupa #04,Łódź,łódzkie,19.452,51.801
2009,grupa #10,Piła,wielkopolskie,16.738,53.151
2009,grupa #03,Zakrzew,mazowieckie,21.030,51.450
2009,grupa #03,Jastrząb,mazowieckie,20.968,51.242
2009,grupa #01,Jazowsko,małopolskie,20.509,49.521
2009,grupa #06,Mikołajki,warmińsko-mazurskie,21.579,53.819
2009,grupa #10,Radom,mazowieckie,21.147,51.403
2009,grupa #10,Limanowa,małopolskie,20.422,49.706
2009,grupa #08,Kościan,wielkopolskie,16.681,52.095
2009,grupa #03,Kraków,małopolskie,19.943,50.062
2009,grupa #10,Świętochłowice,śląskie,18.917,50.296
2009,grupa #04,Mielec,podkarpackie,21.424,50.287
2009,grupa #08,Łabiszyn,kujawsko-pomorskie,17.905,52.967
2009,grupa #07,Przemyśl,podkarpackie,22.768,49.784
2009,grupa #02,Mosina,wielkopolskie,16.849,52.234
2009,grupa #03,Gliwice,śląskie,18.671,50.294
2009,grupa #04,Białystok,podlaskie,23.144,53.112
2009,grupa #04,Bolesławiec,dolnośląskie,15.566,51.266
2009,grupa #04,Biała k/Płocka,mazowieckie,19.652,52.607
2009,grupa #10,Wodzisław Śląski,śląskie,18.472,50.003
2009,grupa #05,Inowrocław,kujawsko-pomorskie,18.256,52.799
2009,grupa #14,Krasnystaw,lubelskie,23.130,51.001
2009,grupa #04,Grębocin,kujawsko-pomorskie,18.718,53.058
2009,grupa #04,Czechowice-Dziedzice,śląskie,18.992,49.902
2009,grupa #10,Warszawa,mazowieckie,20.952,52.273
2009,grupa #04,Schodnia Nowa,opolskie,18.237,50.699
2009,grupa #10,Cieszyn,śląskie,18.635,49.750
2009,grupa #03,Łódź,łódzkie,19.456,51.759
2009,grupa #04,Gryfino,zachodniopomorskie,14.488,53.252
2009,grupa #10,Katowice,śląskie,19.023,50.276
2009,grupa #01,Częstochowa,śląskie,19.120,50.812
2009,grupa #10,Jamno,zachodniopomorskie,16.168,54.245
2009,grupa #04,Warszawa,mazowieckie,20.952,52.273
2009,grupa #05,Komorniki,wielkopolskie,16.812,52.344
2009,grupa #10,Tczew,pomorskie,18.759,54.074
2009,grupa #04,Piotrków Trybunalski,łódzkie,19.703,51.405
2009,grupa #04,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2009,grupa #04,Strzyżów,podkarpackie,21.786,49.870
2009,grupa #06,Wręczyca Wielka,śląskie,18.974,50.836
2009,grupa #11,Warszawa,mazowieckie,21.180,52.190
2009,grupa #06,Wręczyca Wielka,śląskie,18.974,50.836
2009,grupa #14,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2009,grupa #15,Bytom,śląskie,18.916,50.348
2009,grupa #06,Stalowa Wola,podkarpackie,22.054,50.583
2009,grupa #10,Jabłonna,mazowieckie,20.878,52.389
2009,grupa #08,Szczecin,zachodniopomorskie,14.667,53.377
2009,grupa #05,Nowogard,zachodniopomorskie,15.116,53.674
2009,grupa #04,Mieszkowice,zachodniopomorskie,14.454,52.788
2009,grupa #08,Gliwice,śląskie,18.671,50.294
2009,grupa #10,Warszawa,mazowieckie,20.952,52.273
2009,grupa #02,Gdynia,pomorskie,18.509,54.526
2009,grupa #10,Białystok,podlaskie,23.144,53.112
2009,grupa #07,Głogów,dolnośląskie,16.085,51.664
2009,grupa #02,Jawor,dolnośląskie,16.186,51.055
2009,grupa #04,Białystok,podlaskie,23.144,53.112
2009,grupa #10,Marki,mazowieckie,21.104,52.321
2009,grupa #15,Gdańsk,pomorskie,18.611,54.387
2009,grupa #03,Białystok,podlaskie,23.144,53.112
2009,grupa #10,Polkowice,dolnośląskie,16.052,51.502
2009,grupa #10,Czyżówka,lubuskie,15.160,51.508
2009,grupa #10,Białystok,podlaskie,23.144,53.112
2009,grupa #01,Kałuszyn,mazowieckie,20.854,52.456
2009,grupa #08,Poznań,wielkopolskie,16.899,52.413
